order_id,user_id,status,created_at,shipped_at,delivered_at,num_of_item,last_updated_ts
72591,58073,Processing,2024-04-18 06:30:38.128130 UTC,,,1,2024-04-18 06:30:38.128130 UTC
73334,58680,Processing,2024-04-18 13:43:53.999227 UTC,,,1,2024-04-18 13:43:53.999227 UTC
74118,59320,Processing,2024-04-18 08:42:10.495349 UTC,,,2,2024-04-18 08:42:10.495349 UTC
74297,59456,Processing,2024-04-18 00:48:14.020447 UTC,,,1,2024-04-18 00:48:14.020447 UTC
75411,60323,Processing,2024-04-18 02:07:36.536343 UTC,,,1,2024-04-18 02:07:36.536343 UTC
75653,60513,Processing,2024-04-18 12:35:00.000000 UTC,,,2,2024-04-18 12:35:00.000000 UTC
76652,61305,Processing,2024-04-18 15:09:01.982796 UTC,,,1,2024-04-18 15:09:01.982796 UTC
76681,61331,Processing,2024-04-18 13:29:02.646782 UTC,,,3,2024-04-18 13:29:02.646782 UTC
76682,61331,Processing,2024-04-18 13:29:02.646782 UTC,,,1,2024-04-18 13:29:02.646782 UTC
77681,62097,Processing,2024-04-18 17:41:22.888076 UTC,,,1,2024-04-18 17:41:22.888076 UTC
79291,63386,Processing,2024-04-18 08:01:00.000000 UTC,,,4,2024-04-18 08:01:00.000000 UTC
80379,64244,Processing,2024-04-18 06:09:00.000000 UTC,,,1,2024-04-18 06:09:00.000000 UTC
81701,65336,Processing,2024-04-18 16:04:46.820623 UTC,,,2,2024-04-18 16:04:46.820623 UTC
82530,65999,Processing,2024-04-18 16:14:04.117245 UTC,,,2,2024-04-18 16:14:04.117245 UTC
82635,66094,Processing,2024-04-18 06:30:06.536667 UTC,,,4,2024-04-18 06:30:06.536667 UTC
83324,66641,Processing,2024-04-18 07:02:20.820583 UTC,,,2,2024-04-18 07:02:20.820583 UTC
84997,67989,Processing,2024-04-18 11:42:55.791035 UTC,,,1,2024-04-18 11:42:55.791035 UTC
84998,67989,Processing,2024-04-18 11:42:55.791035 UTC,,,1,2024-04-18 11:42:55.791035 UTC
86211,68962,Processing,2024-04-18 16:26:00.000000 UTC,,,1,2024-04-18 16:26:00.000000 UTC
86877,69497,Processing,2024-04-18 08:46:00.000000 UTC,,,2,2024-04-18 08:46:00.000000 UTC
87550,70020,Processing,2024-04-18 01:45:00.000000 UTC,,,1,2024-04-18 01:45:00.000000 UTC
89331,71478,Processing,2024-04-18 00:17:00.000000 UTC,,,1,2024-04-18 00:17:00.000000 UTC
89914,71922,Processing,2024-04-18 11:00:00.000000 UTC,,,2,2024-04-18 11:00:00.000000 UTC
90007,71997,Processing,2024-04-18 04:51:39.406535 UTC,,,1,2024-04-18 04:51:39.406535 UTC
91354,73061,Processing,2024-04-18 08:41:06.659996 UTC,,,2,2024-04-18 08:41:06.659996 UTC
91841,73454,Processing,2024-04-18 03:18:16.816010 UTC,,,1,2024-04-18 03:18:16.816010 UTC
92928,74334,Processing,2024-04-18 11:13:39.309688 UTC,,,1,2024-04-18 11:13:39.309688 UTC
95401,76302,Processing,2024-04-18 02:53:30.157259 UTC,,,1,2024-04-18 02:53:30.157259 UTC
97067,77644,Processing,2024-04-18 06:12:05.145989 UTC,,,1,2024-04-18 06:12:05.145989 UTC
98937,79180,Processing,2024-04-18 12:26:00.000000 UTC,,,1,2024-04-18 12:26:00.000000 UTC
100996,80830,Processing,2024-04-18 00:55:00.000000 UTC,,,1,2024-04-18 00:55:00.000000 UTC
101221,81005,Processing,2024-04-18 02:19:32.079829 UTC,,,1,2024-04-18 02:19:32.079829 UTC
102493,81993,Processing,2024-04-18 05:02:57.543882 UTC,,,2,2024-04-18 05:02:57.543882 UTC
103774,83083,Processing,2024-04-18 08:38:25.565806 UTC,,,1,2024-04-18 08:38:25.565806 UTC
103993,83264,Processing,2024-04-18 19:12:30.296277 UTC,,,1,2024-04-18 19:12:30.296277 UTC
105754,84723,Processing,2024-04-18 02:57:00.000000 UTC,,,1,2024-04-18 02:57:00.000000 UTC
106800,85545,Processing,2024-04-18 02:51:28.823480 UTC,,,4,2024-04-18 02:51:28.823480 UTC
106987,85682,Processing,2024-04-18 17:01:00.000000 UTC,,,1,2024-04-18 17:01:00.000000 UTC
111597,89404,Processing,2024-04-18 09:15:00.000000 UTC,,,1,2024-04-18 09:15:00.000000 UTC
112519,90119,Processing,2024-04-18 14:19:00.000000 UTC,,,1,2024-04-18 14:19:00.000000 UTC
113071,90568,Processing,2024-04-18 09:59:00.000000 UTC,,,1,2024-04-18 09:59:00.000000 UTC
113288,90755,Processing,2024-04-18 00:33:00.000000 UTC,,,1,2024-04-18 00:33:00.000000 UTC
113830,91201,Processing,2024-04-18 01:18:57.058000 UTC,,,1,2024-04-18 01:18:57.058000 UTC
114466,91679,Processing,2024-04-18 05:01:00.000000 UTC,,,2,2024-04-18 05:01:00.000000 UTC
114728,91914,Processing,2024-04-18 05:16:00.000000 UTC,,,1,2024-04-18 05:16:00.000000 UTC
114901,92072,Processing,2024-04-18 11:14:19.461456 UTC,,,1,2024-04-18 11:14:19.461456 UTC
115766,92763,Processing,2024-04-18 03:08:00.000000 UTC,,,1,2024-04-18 03:08:00.000000 UTC
117126,93894,Processing,2024-04-18 12:48:06.637762 UTC,,,2,2024-04-18 12:48:06.637762 UTC
117522,94208,Processing,2024-04-18 05:20:00.000000 UTC,,,1,2024-04-18 05:20:00.000000 UTC
117590,94272,Processing,2024-04-18 19:32:16.454488 UTC,,,2,2024-04-18 19:32:16.454488 UTC
119610,95864,Processing,2024-04-18 17:36:59.122047 UTC,,,4,2024-04-18 17:36:59.122047 UTC
119782,95996,Processing,2024-04-18 10:39:02.815951 UTC,,,1,2024-04-18 10:39:02.815951 UTC
121021,97018,Processing,2024-04-18 17:29:00.000000 UTC,,,1,2024-04-18 17:29:00.000000 UTC
121649,97506,Processing,2024-04-18 04:33:43.208313 UTC,,,1,2024-04-18 04:33:43.208313 UTC
122397,98128,Processing,2024-04-18 03:02:59.180107 UTC,,,1,2024-04-18 03:02:59.180107 UTC
122635,98305,Processing,2024-04-18 09:05:03.847712 UTC,,,1,2024-04-18 09:05:03.847712 UTC
123491,99010,Processing,2024-04-18 15:33:22.018872 UTC,,,2,2024-04-18 15:33:22.018872 UTC
123759,99226,Processing,2024-04-18 04:26:27.550925 UTC,,,2,2024-04-18 04:26:27.550925 UTC
2488,2027,Returned,2024-04-18 16:29:14.209568 UTC,2024-04-19 03:02:14.209568 UTC,2024-04-21 00:13:14.209568 UTC,1,2024-04-18 16:29:14.209568 UTC
4065,3294,Returned,2024-04-18 07:44:00.000000 UTC,2024-04-21 01:20:00.000000 UTC,2024-04-22 23:57:00.000000 UTC,2,2024-04-18 07:44:00.000000 UTC
4675,3765,Returned,2024-04-18 01:29:59.731471 UTC,2024-04-20 22:36:59.731471 UTC,2024-04-21 11:24:59.731471 UTC,1,2024-04-18 01:29:59.731471 UTC
5297,4275,Returned,2024-04-18 12:24:00.000000 UTC,2024-04-19 20:42:00.000000 UTC,2024-04-20 02:37:00.000000 UTC,1,2024-04-18 12:24:00.000000 UTC
5547,4496,Returned,2024-04-18 01:40:00.000000 UTC,2024-04-20 12:21:00.000000 UTC,2024-04-25 07:50:00.000000 UTC,4,2024-04-18 01:40:00.000000 UTC
8044,6538,Returned,2024-04-18 05:19:14.033440 UTC,2024-04-21 03:59:14.033440 UTC,2024-04-22 15:51:14.033440 UTC,1,2024-04-18 05:19:14.033440 UTC
8187,6637,Returned,2024-04-18 14:33:16.601598 UTC,2024-04-20 07:48:16.601598 UTC,2024-04-24 23:31:16.601598 UTC,1,2024-04-18 14:33:16.601598 UTC
13012,10547,Returned,2024-04-18 03:28:03.210300 UTC,2024-04-20 18:30:03.210300 UTC,2024-04-25 15:10:03.210300 UTC,1,2024-04-18 03:28:03.210300 UTC
13697,11106,Returned,2024-04-18 05:49:00.000000 UTC,2024-04-20 04:29:00.000000 UTC,2024-04-23 18:23:00.000000 UTC,1,2024-04-18 05:49:00.000000 UTC
17074,13775,Returned,2024-04-18 13:18:28.528156 UTC,2024-04-19 09:51:28.528156 UTC,2024-04-24 01:28:28.528156 UTC,1,2024-04-18 13:18:28.528156 UTC
17907,14431,Returned,2024-04-18 05:33:00.000000 UTC,2024-04-20 20:45:00.000000 UTC,2024-04-21 20:14:00.000000 UTC,2,2024-04-18 05:33:00.000000 UTC
18154,14627,Returned,2024-04-18 10:41:00.000000 UTC,2024-04-20 09:34:00.000000 UTC,2024-04-20 23:29:00.000000 UTC,1,2024-04-18 10:41:00.000000 UTC
20362,16400,Returned,2024-04-18 11:53:00.000000 UTC,2024-04-18 18:47:00.000000 UTC,2024-04-20 08:55:00.000000 UTC,1,2024-04-18 11:53:00.000000 UTC
24160,19377,Returned,2024-04-18 02:34:55.843721 UTC,2024-04-18 22:12:55.843721 UTC,2024-04-20 07:56:55.843721 UTC,1,2024-04-18 02:34:55.843721 UTC
24662,19765,Returned,2024-04-18 12:43:06.146363 UTC,2024-04-19 17:45:06.146363 UTC,2024-04-21 12:24:06.146363 UTC,1,2024-04-18 12:43:06.146363 UTC
25290,20248,Returned,2024-04-18 16:48:21.279125 UTC,2024-04-18 20:52:21.279125 UTC,2024-04-20 15:12:21.279125 UTC,1,2024-04-18 16:48:21.279125 UTC
25935,20781,Returned,2024-04-18 13:16:36.041623 UTC,2024-04-18 14:19:36.041623 UTC,2024-04-19 18:56:36.041623 UTC,1,2024-04-18 13:16:36.041623 UTC
26680,21391,Returned,2024-04-18 12:22:52.484530 UTC,2024-04-20 19:55:52.484530 UTC,2024-04-22 22:59:52.484530 UTC,1,2024-04-18 12:22:52.484530 UTC
27165,21788,Returned,2024-04-18 14:34:03.010132 UTC,2024-04-20 19:10:03.010132 UTC,2024-04-23 18:47:03.010132 UTC,1,2024-04-18 14:34:03.010132 UTC
28656,22993,Returned,2024-04-18 12:54:35.229221 UTC,2024-04-19 06:49:35.229221 UTC,2024-04-19 11:15:35.229221 UTC,2,2024-04-18 12:54:35.229221 UTC
30408,24408,Returned,2024-04-18 16:35:13.081646 UTC,2024-04-21 08:04:13.081646 UTC,2024-04-22 02:34:13.081646 UTC,2,2024-04-18 16:35:13.081646 UTC
31043,24923,Returned,2024-04-18 12:49:00.000000 UTC,2024-04-20 00:25:00.000000 UTC,2024-04-21 07:42:00.000000 UTC,2,2024-04-18 12:49:00.000000 UTC
31192,25042,Returned,2024-04-18 12:09:30.201664 UTC,2024-04-20 17:23:30.201664 UTC,2024-04-24 04:17:30.201664 UTC,1,2024-04-18 12:09:30.201664 UTC
32070,25727,Returned,2024-04-18 17:08:48.561621 UTC,2024-04-18 21:21:48.561621 UTC,2024-04-21 21:15:48.561621 UTC,1,2024-04-18 17:08:48.561621 UTC
34563,27700,Returned,2024-04-18 07:19:41.491043 UTC,2024-04-18 11:24:41.491043 UTC,2024-04-19 19:57:41.491043 UTC,1,2024-04-18 07:19:41.491043 UTC
37202,29809,Returned,2024-04-18 16:50:38.122605 UTC,2024-04-20 18:46:38.122605 UTC,2024-04-25 15:03:38.122605 UTC,1,2024-04-18 16:50:38.122605 UTC
39497,31662,Returned,2024-04-18 06:31:27.955381 UTC,2024-04-21 05:13:27.955381 UTC,2024-04-24 18:26:27.955381 UTC,1,2024-04-18 06:31:27.955381 UTC
41334,33139,Returned,2024-04-18 06:53:00.000000 UTC,2024-04-20 00:47:00.000000 UTC,2024-04-20 22:17:00.000000 UTC,4,2024-04-18 06:53:00.000000 UTC
42281,33901,Returned,2024-04-18 08:27:45.074275 UTC,2024-04-20 16:33:45.074275 UTC,2024-04-21 21:04:45.074275 UTC,1,2024-04-18 08:27:45.074275 UTC
43017,34509,Returned,2024-04-18 16:34:00.000000 UTC,2024-04-21 08:03:00.000000 UTC,2024-04-25 04:34:00.000000 UTC,1,2024-04-18 16:34:00.000000 UTC
43097,34562,Returned,2024-04-18 17:26:02.577100 UTC,2024-04-20 18:39:02.577100 UTC,2024-04-22 01:09:02.577100 UTC,1,2024-04-18 17:26:02.577100 UTC
43866,35185,Returned,2024-04-18 14:42:00.000000 UTC,2024-04-20 14:59:00.000000 UTC,2024-04-24 17:39:00.000000 UTC,1,2024-04-18 14:42:00.000000 UTC
44200,35447,Returned,2024-04-18 08:26:00.000000 UTC,2024-04-19 05:29:00.000000 UTC,2024-04-20 10:05:00.000000 UTC,1,2024-04-18 08:26:00.000000 UTC
44551,35731,Returned,2024-04-18 11:41:00.000000 UTC,2024-04-19 06:31:00.000000 UTC,2024-04-21 22:34:00.000000 UTC,3,2024-04-18 11:41:00.000000 UTC
51767,41497,Returned,2024-04-18 09:00:04.555956 UTC,2024-04-21 08:08:04.555956 UTC,2024-04-22 04:58:04.555956 UTC,1,2024-04-18 09:00:04.555956 UTC
55711,44663,Returned,2024-04-18 06:02:26.556076 UTC,2024-04-20 13:40:26.556076 UTC,2024-04-25 12:55:26.556076 UTC,1,2024-04-18 06:02:26.556076 UTC
55757,44696,Returned,2024-04-18 03:00:27.399096 UTC,2024-04-18 19:04:27.399096 UTC,2024-04-23 04:04:27.399096 UTC,1,2024-04-18 03:00:27.399096 UTC
59066,47275,Returned,2024-04-18 00:33:00.000000 UTC,2024-04-19 16:03:00.000000 UTC,2024-04-23 10:20:00.000000 UTC,1,2024-04-18 00:33:00.000000 UTC
59190,47378,Returned,2024-04-18 18:50:36.644503 UTC,2024-04-20 05:03:36.644503 UTC,2024-04-24 06:23:36.644503 UTC,1,2024-04-18 18:50:36.644503 UTC
60282,48283,Returned,2024-04-18 10:19:00.025813 UTC,2024-04-18 10:55:00.025813 UTC,2024-04-19 12:55:00.025813 UTC,4,2024-04-18 10:19:00.025813 UTC
62488,50077,Returned,2024-04-18 05:18:00.000000 UTC,2024-04-19 06:04:00.000000 UTC,2024-04-22 19:58:00.000000 UTC,2,2024-04-18 05:18:00.000000 UTC
64017,51256,Returned,2024-04-18 16:01:18.144066 UTC,2024-04-18 19:01:18.144066 UTC,2024-04-21 07:00:18.144066 UTC,1,2024-04-18 16:01:18.144066 UTC
66505,53203,Returned,2024-04-18 12:28:09.019160 UTC,2024-04-18 13:20:09.019160 UTC,2024-04-21 00:50:09.019160 UTC,2,2024-04-18 12:28:09.019160 UTC
67236,53811,Returned,2024-04-18 09:56:24.776763 UTC,2024-04-21 07:28:24.776763 UTC,2024-04-23 23:48:24.776763 UTC,1,2024-04-18 09:56:24.776763 UTC
68089,54508,Returned,2024-04-18 07:24:00.000000 UTC,2024-04-19 19:41:00.000000 UTC,2024-04-24 05:08:00.000000 UTC,1,2024-04-18 07:24:00.000000 UTC
68926,55140,Returned,2024-04-18 01:47:59.226801 UTC,2024-04-18 16:28:59.226801 UTC,2024-04-19 08:44:59.226801 UTC,1,2024-04-18 01:47:59.226801 UTC
69046,55243,Returned,2024-04-18 07:06:01.929843 UTC,2024-04-20 02:08:01.929843 UTC,2024-04-20 07:57:01.929843 UTC,1,2024-04-18 07:06:01.929843 UTC
69575,55660,Returned,2024-04-18 18:17:00.000000 UTC,2024-04-21 09:25:00.000000 UTC,2024-04-24 16:50:00.000000 UTC,1,2024-04-18 18:17:00.000000 UTC
76683,61331,Returned,2024-04-18 13:29:02.646782 UTC,2024-04-19 13:51:02.646782 UTC,2024-04-21 00:11:02.646782 UTC,3,2024-04-18 13:29:02.646782 UTC
78099,62425,Returned,2024-04-18 08:28:00.000000 UTC,2024-04-18 14:13:00.000000 UTC,2024-04-19 00:26:00.000000 UTC,1,2024-04-18 08:28:00.000000 UTC
78469,62717,Returned,2024-04-18 14:37:00.000000 UTC,2024-04-20 06:59:00.000000 UTC,2024-04-23 12:22:00.000000 UTC,1,2024-04-18 14:37:00.000000 UTC
81527,65195,Returned,2024-04-18 04:17:43.191644 UTC,2024-04-20 04:08:43.191644 UTC,2024-04-22 12:47:43.191644 UTC,1,2024-04-18 04:17:43.191644 UTC
82529,65999,Returned,2024-04-18 16:14:04.117245 UTC,2024-04-18 20:58:04.117245 UTC,2024-04-20 21:38:04.117245 UTC,1,2024-04-18 16:14:04.117245 UTC
83571,66836,Returned,2024-04-18 17:13:25.856316 UTC,2024-04-20 03:15:25.856316 UTC,2024-04-20 17:50:25.856316 UTC,4,2024-04-18 17:13:25.856316 UTC
86116,68882,Returned,2024-04-18 12:17:19.179770 UTC,2024-04-18 17:18:19.179770 UTC,2024-04-23 11:33:19.179770 UTC,1,2024-04-18 12:17:19.179770 UTC
87405,69914,Returned,2024-04-18 12:43:00.000000 UTC,2024-04-19 10:57:00.000000 UTC,2024-04-21 02:19:00.000000 UTC,1,2024-04-18 12:43:00.000000 UTC
88786,71026,Returned,2024-04-18 02:31:14.576359 UTC,2024-04-18 18:37:14.576359 UTC,2024-04-20 04:33:14.576359 UTC,1,2024-04-18 02:31:14.576359 UTC
95876,76685,Returned,2024-04-18 13:43:40.159679 UTC,2024-04-20 04:30:40.159679 UTC,2024-04-22 21:16:40.159679 UTC,1,2024-04-18 13:43:40.159679 UTC
95877,76685,Returned,2024-04-18 13:43:40.159679 UTC,2024-04-20 07:12:40.159679 UTC,2024-04-24 15:27:40.159679 UTC,1,2024-04-18 13:43:40.159679 UTC
97141,77700,Returned,2024-04-18 08:39:06.605714 UTC,2024-04-20 12:01:06.605714 UTC,2024-04-23 18:14:06.605714 UTC,1,2024-04-18 08:39:06.605714 UTC
97586,78086,Returned,2024-04-18 12:08:00.000000 UTC,2024-04-20 23:39:00.000000 UTC,2024-04-24 12:50:00.000000 UTC,2,2024-04-18 12:08:00.000000 UTC
97844,78298,Returned,2024-04-18 09:20:00.000000 UTC,2024-04-19 15:12:00.000000 UTC,2024-04-21 10:27:00.000000 UTC,1,2024-04-18 09:20:00.000000 UTC
98652,78957,Returned,2024-04-18 07:33:00.000000 UTC,2024-04-20 22:05:00.000000 UTC,2024-04-22 07:52:00.000000 UTC,2,2024-04-18 07:33:00.000000 UTC
98805,79064,Returned,2024-04-18 10:14:41.950379 UTC,2024-04-18 23:52:41.950379 UTC,2024-04-20 04:30:41.950379 UTC,3,2024-04-18 10:14:41.950379 UTC
99914,79986,Returned,2024-04-18 11:14:05.546351 UTC,2024-04-20 12:57:05.546351 UTC,2024-04-24 19:51:05.546351 UTC,1,2024-04-18 11:14:05.546351 UTC
101197,80992,Returned,2024-04-18 17:39:31.722909 UTC,2024-04-18 22:03:31.722909 UTC,2024-04-21 21:11:31.722909 UTC,1,2024-04-18 17:39:31.722909 UTC
101220,81005,Returned,2024-04-18 02:19:32.079829 UTC,2024-04-18 16:45:32.079829 UTC,2024-04-20 05:15:32.079829 UTC,1,2024-04-18 02:19:32.079829 UTC
101690,81370,Returned,2024-04-18 12:49:41.631202 UTC,2024-04-19 14:36:41.631202 UTC,2024-04-23 02:37:41.631202 UTC,1,2024-04-18 12:49:41.631202 UTC
102219,81778,Returned,2024-04-18 16:47:52.087832 UTC,2024-04-20 11:25:52.087832 UTC,2024-04-23 08:32:52.087832 UTC,2,2024-04-18 16:47:52.087832 UTC
105309,84373,Returned,2024-04-18 17:35:58.896295 UTC,2024-04-20 07:50:58.896295 UTC,2024-04-24 13:40:58.896295 UTC,1,2024-04-18 17:35:58.896295 UTC
111896,89645,Returned,2024-04-18 18:49:00.000000 UTC,2024-04-20 23:31:00.000000 UTC,2024-04-21 00:12:00.000000 UTC,1,2024-04-18 18:49:00.000000 UTC
112040,89758,Returned,2024-04-18 10:34:19.532443 UTC,2024-04-20 10:44:19.532443 UTC,2024-04-20 14:42:19.532443 UTC,1,2024-04-18 10:34:19.532443 UTC
113945,91290,Returned,2024-04-18 03:50:59.360742 UTC,2024-04-20 23:58:59.360742 UTC,2024-04-25 12:19:59.360742 UTC,1,2024-04-18 03:50:59.360742 UTC
114531,91740,Returned,2024-04-18 17:38:10.922061 UTC,2024-04-20 18:47:10.922061 UTC,2024-04-21 23:25:10.922061 UTC,2,2024-04-18 17:38:10.922061 UTC
119784,95996,Returned,2024-04-18 10:39:02.815951 UTC,2024-04-19 04:19:02.815951 UTC,2024-04-21 16:29:02.815951 UTC,1,2024-04-18 10:39:02.815951 UTC
120590,96679,Returned,2024-04-18 09:23:21.659997 UTC,2024-04-18 09:49:21.659997 UTC,2024-04-19 18:06:21.659997 UTC,1,2024-04-18 09:23:21.659997 UTC
122632,98305,Returned,2024-04-18 09:05:03.847712 UTC,2024-04-19 17:58:03.847712 UTC,2024-04-22 12:21:03.847712 UTC,3,2024-04-18 09:05:03.847712 UTC
124008,99419,Returned,2024-04-18 05:39:32.510162 UTC,2024-04-18 22:33:32.510162 UTC,2024-04-20 17:28:32.510162 UTC,4,2024-04-18 05:39:32.510162 UTC
27,27,Shipped,2024-04-18 16:52:00.000000 UTC,2024-04-20 04:19:00.000000 UTC,,2,2024-04-18 16:52:00.000000 UTC
646,533,Shipped,2024-04-18 08:12:00.000000 UTC,2024-04-18 18:26:00.000000 UTC,,1,2024-04-18 08:12:00.000000 UTC
1275,1060,Shipped,2024-04-18 11:04:48.869352 UTC,2024-04-20 11:59:48.869352 UTC,,2,2024-04-18 11:04:48.869352 UTC
1976,1620,Shipped,2024-04-18 19:03:03.576783 UTC,2024-04-20 13:37:03.576783 UTC,,1,2024-04-18 19:03:03.576783 UTC
2394,1948,Shipped,2024-04-18 04:47:12.142129 UTC,2024-04-18 20:35:12.142129 UTC,,1,2024-04-18 04:47:12.142129 UTC
2839,2301,Shipped,2024-04-18 16:55:21.375755 UTC,2024-04-19 20:00:21.375755 UTC,,1,2024-04-18 16:55:21.375755 UTC
2961,2396,Shipped,2024-04-18 03:30:00.000000 UTC,2024-04-21 03:17:00.000000 UTC,,3,2024-04-18 03:30:00.000000 UTC
3304,2665,Shipped,2024-04-18 12:23:30.978984 UTC,2024-04-19 12:00:30.978984 UTC,,1,2024-04-18 12:23:30.978984 UTC
4294,3472,Shipped,2024-04-18 14:04:00.000000 UTC,2024-04-20 09:26:00.000000 UTC,,2,2024-04-18 14:04:00.000000 UTC
4429,3575,Shipped,2024-04-18 14:13:54.737648 UTC,2024-04-19 04:14:54.737648 UTC,,2,2024-04-18 14:13:54.737648 UTC
4677,3765,Shipped,2024-04-18 01:29:59.731471 UTC,2024-04-19 04:45:59.731471 UTC,,2,2024-04-18 01:29:59.731471 UTC
4819,3878,Shipped,2024-04-18 00:39:02.702912 UTC,2024-04-19 02:20:02.702912 UTC,,1,2024-04-18 00:39:02.702912 UTC
4907,3956,Shipped,2024-04-18 09:17:04.728727 UTC,2024-04-20 11:00:04.728727 UTC,,1,2024-04-18 09:17:04.728727 UTC
4909,3956,Shipped,2024-04-18 09:17:04.728727 UTC,2024-04-20 02:02:04.728727 UTC,,1,2024-04-18 09:17:04.728727 UTC
5060,4088,Shipped,2024-04-18 12:26:08.098789 UTC,2024-04-20 10:08:08.098789 UTC,,1,2024-04-18 12:26:08.098789 UTC
5062,4088,Shipped,2024-04-18 12:26:08.098789 UTC,2024-04-19 13:15:08.098789 UTC,,2,2024-04-18 12:26:08.098789 UTC
5905,4788,Shipped,2024-04-18 18:16:26.383262 UTC,2024-04-19 11:33:26.383262 UTC,,1,2024-04-18 18:16:26.383262 UTC
6291,5091,Shipped,2024-04-18 10:36:34.188865 UTC,2024-04-19 16:26:34.188865 UTC,,1,2024-04-18 10:36:34.188865 UTC
7449,6057,Shipped,2024-04-18 12:02:00.000000 UTC,2024-04-19 17:49:00.000000 UTC,,2,2024-04-18 12:02:00.000000 UTC
7891,6404,Shipped,2024-04-18 07:23:00.000000 UTC,2024-04-21 01:08:00.000000 UTC,,2,2024-04-18 07:23:00.000000 UTC
8154,6615,Shipped,2024-04-18 05:35:16.028829 UTC,2024-04-20 04:34:16.028829 UTC,,1,2024-04-18 05:35:16.028829 UTC
8156,6615,Shipped,2024-04-18 05:35:16.028829 UTC,2024-04-20 06:36:16.028829 UTC,,2,2024-04-18 05:35:16.028829 UTC
9472,7728,Shipped,2024-04-18 04:35:44.846135 UTC,2024-04-18 11:59:44.846135 UTC,,1,2024-04-18 04:35:44.846135 UTC
10634,8635,Shipped,2024-04-18 03:11:00.000000 UTC,2024-04-18 23:50:00.000000 UTC,,1,2024-04-18 03:11:00.000000 UTC
11151,9051,Shipped,2024-04-18 18:23:19.112628 UTC,2024-04-20 04:18:19.112628 UTC,,1,2024-04-18 18:23:19.112628 UTC
11667,9445,Shipped,2024-04-18 17:14:29.259562 UTC,2024-04-20 13:17:29.259562 UTC,,1,2024-04-18 17:14:29.259562 UTC
13000,10538,Shipped,2024-04-18 14:51:00.000000 UTC,2024-04-20 08:21:00.000000 UTC,,1,2024-04-18 14:51:00.000000 UTC
13264,10749,Shipped,2024-04-18 05:22:09.789763 UTC,2024-04-19 15:43:09.789763 UTC,,3,2024-04-18 05:22:09.789763 UTC
14441,11690,Shipped,2024-04-18 08:26:00.000000 UTC,2024-04-21 04:58:00.000000 UTC,,3,2024-04-18 08:26:00.000000 UTC
14635,11839,Shipped,2024-04-18 02:32:00.000000 UTC,2024-04-19 19:29:00.000000 UTC,,2,2024-04-18 02:32:00.000000 UTC
14886,12026,Shipped,2024-04-18 05:44:42.834200 UTC,2024-04-19 09:49:42.834200 UTC,,4,2024-04-18 05:44:42.834200 UTC
15153,12237,Shipped,2024-04-18 16:48:48.326269 UTC,2024-04-18 21:54:48.326269 UTC,,1,2024-04-18 16:48:48.326269 UTC
15475,12498,Shipped,2024-04-18 13:02:55.104942 UTC,2024-04-19 07:19:55.104942 UTC,,3,2024-04-18 13:02:55.104942 UTC
16745,13510,Shipped,2024-04-18 05:07:00.000000 UTC,2024-04-20 07:43:00.000000 UTC,,1,2024-04-18 05:07:00.000000 UTC
16755,13518,Shipped,2024-04-18 07:11:21.771714 UTC,2024-04-20 19:39:21.771714 UTC,,2,2024-04-18 07:11:21.771714 UTC
18467,14886,Shipped,2024-04-18 00:39:57.632593 UTC,2024-04-19 21:57:57.632593 UTC,,1,2024-04-18 00:39:57.632593 UTC
18926,15269,Shipped,2024-04-18 14:38:07.699667 UTC,2024-04-21 14:25:07.699667 UTC,,1,2024-04-18 14:38:07.699667 UTC
19785,15946,Shipped,2024-04-18 02:04:25.774844 UTC,2024-04-19 16:58:25.774844 UTC,,1,2024-04-18 02:04:25.774844 UTC
19786,15946,Shipped,2024-04-18 02:04:25.774844 UTC,2024-04-20 15:09:25.774844 UTC,,1,2024-04-18 02:04:25.774844 UTC
19831,15978,Shipped,2024-04-18 11:00:26.640520 UTC,2024-04-18 20:04:26.640520 UTC,,1,2024-04-18 11:00:26.640520 UTC
20551,16563,Shipped,2024-04-18 03:02:42.004365 UTC,2024-04-20 06:16:42.004365 UTC,,1,2024-04-18 03:02:42.004365 UTC
20552,16563,Shipped,2024-04-18 03:02:42.004365 UTC,2024-04-20 11:54:42.004365 UTC,,1,2024-04-18 03:02:42.004365 UTC
20564,16571,Shipped,2024-04-18 04:22:42.221658 UTC,2024-04-19 21:31:42.221658 UTC,,2,2024-04-18 04:22:42.221658 UTC
21516,17327,Shipped,2024-04-18 15:08:02.165296 UTC,2024-04-21 00:29:02.165296 UTC,,1,2024-04-18 15:08:02.165296 UTC
21517,17327,Shipped,2024-04-18 15:08:02.165296 UTC,2024-04-20 10:03:02.165296 UTC,,1,2024-04-18 15:08:02.165296 UTC
22444,18053,Shipped,2024-04-18 17:29:21.222642 UTC,2024-04-20 08:14:21.222642 UTC,,2,2024-04-18 17:29:21.222642 UTC
22745,18281,Shipped,2024-04-18 18:19:00.000000 UTC,2024-04-21 09:22:00.000000 UTC,,1,2024-04-18 18:19:00.000000 UTC
22768,18297,Shipped,2024-04-18 01:23:27.710866 UTC,2024-04-19 19:57:27.710866 UTC,,2,2024-04-18 01:23:27.710866 UTC
23839,19124,Shipped,2024-04-18 05:42:49.237040 UTC,2024-04-20 11:18:49.237040 UTC,,1,2024-04-18 05:42:49.237040 UTC
